"Group_Type","Delegation","Honorific","Person_Name","Job_Title","Division","Affiliation","Virtual","Year","Meeting","Location","Female","IGO","NGO","Observer","Party","IO","Delegation_COW","Delegation_ISO"
"Parties","Gabon","M","Jean Ndong-Mboulou","Advisor in charge of relations with Nations. United",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,481,"GAB"
"Parties","Ghana","HE Mr","Kofi N. Awoonor","Ambassador","Permanent Representative New York",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,452,"GHA"
"Parties","Ghana","Mr","E. Obeng Kufuor","Minister Counsellor",NA,"Permanent Mission New York",0,1991,"INC 2","Geneva",0,0,0,0,1,0,452,"GHA"
"Parties","Ghana","Mr","James O. Naadjie","Counsellor",NA,"Permanent Mission New York",0,1991,"INC 2","Geneva",0,0,0,0,1,0,452,"GHA"
"Parties","Ghana","Mr","K.a. Tenkorang","Counsellor",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,452,"GHA"
"Parties","Ghana","Mr","S.e. Tandoh","Director","Meteorological Services Department Accra",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,452,"GHA"
"Parties","Ghana","Mr","C.k.a. Anson","Chief State Attorney",NA,"Ministry of Justice Accra",0,1991,"INC 2","Geneva",0,0,0,0,1,0,452,"GHA"
"Parties","Greece","HE Mr","E. Kerkinos","Ambassador Permanent Representative",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,350,"GRC"
"Parties","Greece","Mr","I. Kinnas","First Counsellor","Economic Affairs","Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,350,"GRC"
"Parties","Greece","Mr","Daratzikis","First Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,350,"GRC"
"Parties","Greece","Mr","Ch. Iacovou","First Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,350,"GRC"
"Parties","Guinea","M","Ahmed Faya Traore","Agrometeorologist",NA,"National meteorology",0,1991,"INC 2","Geneva",0,0,0,0,1,0,438,"GIN"
"Parties","Equatorial Guinea","Sr","Domingo Nguema Edu","Boss","Multilateral Cooperation Service","Ministry of Foreign Affairs and Cooperation",0,1991,"INC 2","Geneva",0,0,0,0,1,0,411,"GNQ"
"Parties","Haiti","M","Waldech Demetrius","Chef","National Water Resources Service Ministry of Agriculture, Natural Resources and Rural Development (MARNDR)","Permanent Representative to the World Meteorological Organization (WMO)",0,1991,"INC 2","Geneva",0,0,0,0,1,0,41,"HTI"
"Parties","Honduras","SE Sr","Mario Alberto Fortin Midence","Ambassador Permanent Representative Geneva",NA,NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,91,"HND"
"Parties","Honduras","Sr","Germán Zelaya","Director","General of Renewable Resources","Ministry of Natural Resources",0,1991,"INC 2","Geneva",0,0,0,0,1,0,91,"HND"
"Parties","Hungary","Mr","Tibor Farago","Acting Director",NA,"Central Meteorological Institute Budapest",0,1991,"INC 2","Geneva",0,0,0,0,1,0,310,"HUN"
"Parties","Hungary","Mr","György Szenasi","Director General","Department for International Law","Ministry for Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,310,"HUN"
"Parties","Hungary","M","Endre Lontay","Special Envoy Minister Plenipotentiary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,310,"HUN"
"Parties","Solomon Islands","HE Mr","Francis Bugotu","Ambassador","Permanent Representative New York",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,940,"SLB"
"Parties","India","Mr","C. Dasgupta","Additional Secretary",NA,"Ministry of External Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,750,"IND"
"Parties","India","Mr","Mukul Sanwal","Joint Secretary",NA,"Ministry of Environment and Forests",0,1991,"INC 2","Geneva",0,0,0,0,1,0,750,"IND"
"Parties","India","Ms","Deepa G. Wadhwa","First Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",1,0,0,0,1,0,750,"IND"
"Parties","Indonesia","HE Mr","Jamtomo Rahardjo","Ambassador Deputy Permanent Representative Geneva",NA,NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,850,"IDN"
"Parties","Indonesia","Mr","Aca Sugandhy","Assistant Minister","Division of Natural Resources Management","Ministry of Population and Environment",0,1991,"INC 2","Geneva",0,0,0,0,1,0,850,"IDN"
"Parties","Indonesia","Mr","Otto Sumarwoto","Professor Senior Expert on Environment","Development and Global Warming Issues Jakarta",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,850,"IDN"
"Parties","Indonesia","Mr","Johan S. Syahperi","Minister-Counsellor",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,850,"IDN"
"Parties","Indonesia","Mr","A. Wardana","Second Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,850,"IDN"
"Parties","Indonesia","Mr","Alimudin A. Pohan","Third Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,850,"IDN"
"Parties","Iran","HE Mr","Kia Tabatabaee","Ambassador Permanent Representative Geneva",NA,NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,630,"IRN"
"Parties","Iran","Mr","Pirouz Hosseini","Director","International Specialized Agencies","Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,630,"IRN"
"Parties","Iran","Mr","Jahangir Ama","Director","Training Centre for Meteorology and Atmospheric Sciences","Meteorological Organization",0,1991,"INC 2","Geneva",0,0,0,0,1,0,630,"IRN"
"Parties","Iran","Mr","Morteza Mokhtari Amin","Third Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,630,"IRN"
"Parties","Iran","Mr","Mohsen Chitsaz","Attaché",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,630,"IRN"
"Parties","Ireland","Ms","Mary Moylan","Principal Officer","Department of Environment",NA,0,1991,"INC 2","Geneva",1,0,0,0,1,0,205,"IRL"
"Parties","Ireland","Ms","Clare O'flaherty","First Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",1,0,0,0,1,0,205,"IRL"
"Parties","Ireland","Ms","Renée Dempsey","Assistant Principal Officer",NA,"Department of Energy",0,1991,"INC 2","Geneva",1,0,0,0,1,0,205,"IRL"
"Parties","Ireland","Mr","Maurice Coughlan","Higher Executive Officer","Department of Environment",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,205,"IRL"
"Parties","Iceland","HE Mr","Gudmundur Eiriksson","Ambassador Legal Adviser",NA,"Ministry for Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,395,"ISL"
"Parties","Italy","SE M","Giorgio Reitano","Ambassador",NA,"Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,325,"ITA"
"Parties","Italy","M","Corrado Clini","General manager","Minister of the Environment",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,325,"ITA"
"Parties","Italy","M","Guiseppe Cassini","Diplomatic Advisor",NA,"Minister of the Environment",0,1991,"INC 2","Geneva",0,0,0,0,1,0,325,"ITA"
"Parties","Italy","M","Giovannino Di Palma",NA,NA,"Ministry of Industry",0,1991,"INC 2","Geneva",0,0,0,0,1,0,325,"ITA"
"Parties","Italy","M","Silvano Salvatici",NA,NA,"Ministry of Agriculture and Forestry",0,1991,"INC 2","Geneva",0,0,0,0,1,0,325,"ITA"
"Parties","Italy","M","Michele Conte",NA,"Military Aeronautics Meteorological Service",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,325,"ITA"
"Parties","Italy","M","Giancarlo Pinchera",NA,NA,"E.N.E.A",0,1991,"INC 2","Geneva",0,0,0,0,1,0,325,"ITA"
"Parties","Italy","M","Alfonso Sutera",NA,NA,"University of Camerino",0,1991,"INC 2","Geneva",0,0,0,0,1,0,325,"ITA"
"Parties","Italy","Mme","Paola Frontoni Squadrilli",NA,NA,"Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",1,0,0,0,1,0,325,"ITA"
"Parties","Italy","M","Vincenzo Ferrara","Expert for environmental monitoring issues",NA,"E.N.E.A",0,1991,"INC 2","Geneva",0,0,0,0,1,0,325,"ITA"
"Parties","Italy","M","Paolo Serpi","First secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,325,"ITA"
"Parties","Libyan Arab Jamahiriya","Mr","Ibrahim Abdul-Aziz Omar","Business Manager",NA,"Permanent Mission Geneva WA",0,1991,"INC 2","Geneva",0,0,0,0,1,0,620,"LBY"
"Parties","Libyan Arab Jamahiriya","Ms","Siham Shaheen","Second Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",1,0,0,0,1,0,620,"LBY"
"Parties","Jamaica","Mr","John Blake","Director","Meteorological Service","Ministry of Public Utilities and Transport",0,1991,"INC 2","Geneva",0,0,0,0,1,0,51,"JAM"
"Parties","Japan","HE Mr","Nobutoshi Akao","Ambassador for Global Environmental Affairs",NA,"Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Japan","Mr","Takekazu Kawamura","Deputy Director-General","United Nations Bureau","Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Japan","Mr","Katsuo Seiki","Deputy Director-General for Global Environmental Affairs",NA,"Ministry of International Trade and Industry",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Japan","Mr","Saburo Kato","Director-General","Global Environmental Department","Environment Agency",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Japan","Mr","Koji Yamamoto","Director","Planning Division Administration Department","Japan Meteorological Agency",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Japan","Mr","Kunihiko Makita","Counsellor",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Japan","Mr","Susumo Fujimoto","Director","Economic Affairs Division United Nations Bureau","Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Japan","Mr","Katsuya Sato","Senior Technical Adviser","Control and Coordination Division Global Environmental Department","Environment Agency",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Japan","Mr","Katsunori Suzuki",NA,"Control and Coordination Division Global Environment Department","Planning and Coordination Bureau Environment Agency",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Japan","Mr","Ikuo Hirono","Deputy Director","Office of Environment Promotion Minister's Secretariat","Ministry of Agriculture Forestry and Fisheries",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Japan","Mr","Hiroya Ogata","First Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Japan","Mr","Tsutomo Osawa","First Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Japan","Mr","Tatsuo Arai","Assistant Director","Economic Affairs Division United Nations Bureau","Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Japan","Mr","Takeshi Hikihara","Assistant Director","Energy Resources Division Economic Affairs Bureau","Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Japan","Mr","Masahiko Fujihara","Deputy Director","Global Environmental Affairs Office","Ministry of International Trade and Industry",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Japan","Mr","Yoshiaki Nishimura","Special Assistant",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Japan","Mr","Kazuo Kawahara","Manager",NA,"Global Industrial and Social Progress Research Institute (Observer)",0,1991,"INC 2","Geneva",0,0,0,0,1,0,740,"JPN"
"Parties","Kenya","HE Mr","T.a. Ogada","Ambassador","Permanent Representative Geneva",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,501,"KEN"
"Parties","Kenya","Mr","J.n. Onyango","Deputy Permanent Representative to UNEP Nairobi",NA,NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,501,"KEN"
"Parties","Kenya","Mr","Joseph Kagia Njihia","Deputy Director",NA,"Kenya Meteorological Services",0,1991,"INC 2","Geneva",0,0,0,0,1,0,501,"KEN"
"Parties","Kenya",NA,"A.c. Mohamed","Second Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",NA,0,0,0,1,0,501,"KEN"
"Parties","Kiribati","Mr","N. Teuatabo","Secretary for Home Affairs and Decentralization",NA,NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,946,"KIR"
"Parties","Kuwait","Mr","Omran Eissa",NA,NA,"Ministry of Petroleum",0,1991,"INC 2","Geneva",0,0,0,0,1,0,690,"KWT"
"Parties","Kuwait","Mr","Mahmoud A. Yousef","Deputy Director","Environment Protection Department",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,690,"KWT"
"Parties","Kuwait","Mr","Jamal Al-Nouri","Coordinator Supply",NA,"Kuwait Petroleum Corporation",0,1991,"INC 2","Geneva",0,0,0,0,1,0,690,"KWT"
"Parties","Lesotho","Mr","B.t. Sekoli","Head",NA,"Meteorological Services",0,1991,"INC 2","Geneva",0,0,0,0,1,0,570,"LSO"
"Parties","Luxembourg","Mme","Michèle Mailliet",NA,NA,NA,0,1991,"INC 2","Geneva",1,0,0,0,1,0,212,"LUX"
"Parties","Madagascar","SE M","L. Radaody Rakotondravao","Ambassador","Permanent Representative Geneva",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,580,"MDG"
"Parties","Madagascar","M","Pierre Verdoux",NA,"Deputy Permanent Representative Geneva",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,580,"MDG"
"Parties","Madagascar","M","Jacques Rason","Advise",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,580,"MDG"
"Parties","Madagascar",NA,"Mile Noéline Stella Ralisoa","Head of Division","United Nations specialized agencies","Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",NA,0,0,0,1,0,580,"MDG"
"Parties","Malaysia","HE Mr","Tan Sri Razali Ismail","Ambassador","Permanent Representative New York",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,820,"MYS"
"Parties","Malaysia","HE Mr","Mohamad Yusuf Hitam","Ambassador","Permanent Representative Geneva",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,820,"MYS"
"Parties","Malaysia","Mr","Hussein Haniff","Counsellor",NA,"Permanent Mission New York",0,1991,"INC 2","Geneva",0,0,0,0,1,0,820,"MYS"
"Parties","Malaysia","Ms","Zunaidah Idris","Federal Counsel","Attorney-General's Chambers Kuala Lumpur",NA,0,1991,"INC 2","Geneva",1,0,0,0,1,0,820,"MYS"
"Parties","Malaysia","Mr","Chow Kok Kee","Assistant Director","Meteorological Service Department Kuala Lumpur",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,820,"MYS"
"Parties","Malaysia","Mr","Zakaria Mat","First Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,820,"MYS"
"Parties","Malaysia","Ms","Sudha Devi","Second Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",1,0,0,0,1,0,820,"MYS"
"Parties","Malawi","Mr","P.m.s. Kamtengeni","Principal Administrative Officer",NA,"Ministry of External Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,553,"MWI"
"Parties","Maldives","Mr","Abdullah Majeed","Director of Meteorology","Department of Meteorology",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,781,"MDV"
"Parties","Mali","M","Kalilou Traore","Deputy Director of Meteorology",NA,NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,432,"MLI"
"Parties","Malta","HE Mr","David J. Attard","Ambassador",NA,"Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,338,"MLT"
"Parties","Malta","Mrs","Simone Scicluna","First Secretary",NA,"Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",1,0,0,0,1,0,338,"MLT"
"Parties","Malta","Mr","Simon Pullicino","Third Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,338,"MLT"
"Parties","Morocco","M","Ali Taleb","Chef",NA,"Department of Civil Engineering at the Mohammedia School of Engineers",0,1991,"INC 2","Geneva",0,0,0,0,1,0,600,"MAR"
"Parties","Morocco","M","Abderrahim Bendaoud","Advise",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,600,"MAR"
"Parties","Morocco","M","Mohamed Saïd Ouafi","Secretary of Foreign Affairs",NA,NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,600,"MAR"
"Parties","Mauritania","M","Mohamed Mahmoud Ould El Ghaouth","First embassy counselor",NA,"Mission permanente New York",0,1991,"INC 2","Geneva",0,0,0,0,1,0,435,"MRT"
"Parties","Mexico","Sr","Edmundo De Alba-Alcaraz","Executive Coordinator","National Ecology Commission","Secretary of Urban Development and Ecology",0,1991,"INC 2","Geneva",0,0,0,0,1,0,70,"MEX"
"Parties","Mexico","Sr","Victor Lichtinger","Coordinator of Natural Resources and Environment","Secretary of Foreign Relations",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,70,"MEX"
"Parties","Mexico","Sra","Patricia Lagrange-Martinez","General Coordinator of International Affairs","Secretariat of Urban Development and Ecology",NA,0,1991,"INC 2","Geneva",1,0,0,0,1,0,70,"MEX"
"Parties","Mexico","Sra","Diana Lucero Ponce-Nava","Deputy Coordinator of the International Cooperation Program for Ecology and the Environment of Mexico",NA,"National Commission of Ecology Secretariat of Urban Development and Ecology",0,1991,"INC 2","Geneva",1,0,0,0,1,0,70,"MEX"
"Parties","Mexico","Sra","Norma Munguia","Juridical consulting","Secretary of Foreign Relations",NA,0,1991,"INC 2","Geneva",1,0,0,0,1,0,70,"MEX"
"Parties","Mexico","Sra","Rossana Salazar","Coordination for Natural Resources and Environment","Secretary of Foreign Relations",NA,0,1991,"INC 2","Geneva",1,0,0,0,1,0,70,"MEX"
"Parties","Micronesia (Federated States of)","Mr","James T. Stovall Iii","Legal Counsel",NA,NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,987,"FSM"
"Parties","Micronesia (Federated States of)","Mr","Nachsa Siron","Deputy Head","Department of Human Resources",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,987,"FSM"
"Parties","Mongolia","HE Mrs","Damdiny Baljinnyam","Ambassador","Permanent Representative Geneva",NA,0,1991,"INC 2","Geneva",1,0,0,0,1,0,712,"MNG"
"Parties","Mongolia","Mr","Badarchiin Dorjgotov","Officer","International Organizations Department","Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,712,"MNG"
"Parties","Mozambique","Mr","Filipe Chidumo","Second Secretary",NA,"Permanent Mission New York",0,1991,"INC 2","Geneva",0,0,0,0,1,0,541,"MOZ"
"Parties","Myanmar","Mr","U Nyan Aung","Deputy Director","Department of Meteorology and Hydrology",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,775,"MMR"
"Parties","Namibia","Mr","Human Berry","Chief Research Officer",NA,"Ministry of Wildlife Conservation and Tourism",0,1991,"INC 2","Geneva",0,0,0,0,1,0,565,"NAM"
"Parties","Nauru","Mr","W. Jackson Davis","Scientific Adviser",NA,NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,970,"NRU"
"Parties","Nepal","Mr","Sharad P. Adhikary","Director-General","Department of Hydrology and Meteorology",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,790,"NPL"
"Parties","Nepal","Mr","Ram Babu Dhakal","Attaché",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,790,"NPL"
"Parties","Nicaragua","Sr","Patricio Jerez Paguaga","Engineer Vice-Minister Director",NA,"Nicaraguan Institute of Natural Resources and the Environment (IRENA)",0,1991,"INC 2","Geneva",0,0,0,0,1,0,93,"NIC"
"Parties","Nicaragua","Sr","Juan Gazol Salcedo","Charge d'affaires",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,93,"NIC"
"Parties","Nicaragua","Sra","Myrna Moncada Fonseca","Third Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",1,0,0,0,1,0,93,"NIC"
"Parties","Niger","M","Ibrahim Mahamadou Bako","Chef","Development Institutions Division","Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,436,"NER"
"Parties","Nigeria","Mr","O.i. Udoh","Minister",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,475,"NGA"
"Parties","Nigeria","Mr","A.l. Sidi","First Secretary",NA,"Permanent Mission New York",0,1991,"INC 2","Geneva",0,0,0,0,1,0,475,"NGA"
"Parties","Nigeria","Mr","G.n. Acim","Second Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,475,"NGA"
"Parties","Norway","Mr","Oddmund Graham","Secretary-General",NA,"Ministry of Environment",0,1991,"INC 2","Geneva",0,0,0,0,1,0,385,"NOR"
"Parties","Norway","Mr","Káre Bryn","Director-General",NA,"Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,385,"NOR"
"Parties","Norway","Mr","Bjørn Skogmo","Special Adviser",NA,"Prime Minister's Office",0,1991,"INC 2","Geneva",0,0,0,0,1,0,385,"NOR"
"Parties","Norway","Mr","Arild Sundberg","Deputy Director-General",NA,"Ministry of Finance",0,1991,"INC 2","Geneva",0,0,0,0,1,0,385,"NOR"
"Parties","Norway","Mr","Per Bakken","Senior Engineer",NA,"Ministry of Environment",0,1991,"INC 2","Geneva",0,0,0,0,1,0,385,"NOR"
"Parties","Norway","Mr","Svein Aass","Adviser",NA,"Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,385,"NOR"
"Parties","Norway","Mr","Havard Toresen","Adviser",NA,"Ministry of Environment",0,1991,"INC 2","Geneva",0,0,0,0,1,0,385,"NOR"
"Parties","Norway","Mr","Eivind Tandberg","Adviser",NA,"Ministry of Finance",0,1991,"INC 2","Geneva",0,0,0,0,1,0,385,"NOR"
"Parties","Norway","Mr","Jens Bikaas","Senior Executive Officer",NA,"Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,385,"NOR"
"Parties","Norway","Mr","Halfdan Wiig","Senior Executive Officer",NA,"Ministry of Energy and Petroleum",0,1991,"INC 2","Geneva",0,0,0,0,1,0,385,"NOR"
"Parties","Norway","Mr","Ted Hanisch","Director","Centre for International Climate and Energy Research",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,385,"NOR"
"Parties","New Zealand","Mr","C.d. Beeby","Deputy Secretary",NA,"Ministry of External Relations and Trade",0,1991,"INC 2","Geneva",0,0,0,0,1,0,920,"NZL"
"Parties","New Zealand","Ms","Suzanne Blumhardt","Director","Environment Division","Ministry of External Relations and Trade",0,1991,"INC 2","Geneva",1,0,0,0,1,0,920,"NZL"
"Parties","New Zealand","Ms","Jane Von Dadelszen","Climate Change Coordinator",NA,"Ministry for the Environment",0,1991,"INC 2","Geneva",1,0,0,0,1,0,920,"NZL"
"Parties","New Zealand","Mr","Peter Rider",NA,NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,920,"NZL"
"Parties","New Zealand","Mr","Nigel Fyfe",NA,"Legal Division","Ministry of External Relations and Trade",0,1991,"INC 2","Geneva",0,0,0,0,1,0,920,"NZL"
"Parties","Uganda","Mr","Philip Gwage","Assistant Director of Climatology",NA,"Ministry of Environment Protection",0,1991,"INC 2","Geneva",0,0,0,0,1,0,500,"UGA"
"Parties","Uganda","Mr","David Etuket","First Secretary",NA,"Permanent Mission New York",0,1991,"INC 2","Geneva",0,0,0,0,1,0,500,"UGA"
"Parties","Pakistan","Mr","Tariq Usman Haider","Director-General (EC)",NA,"Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,770,"PAK"
"Parties","Pakistan","Mr","Irfan Baloch","Third Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,770,"PAK"
"Parties","Pakistan","Mr","Behram Khan","Assistant",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,770,"PAK"
"Parties","Papua New Guinea","Mr","Jerry Anuk","Assistant Director","International Organization Branch","Department of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,910,"PNG"
"Parties","Papua New Guinea","Mr","Alexis Maino","Counsellor",NA,"Permanent Mission New York",0,1991,"INC 2","Geneva",0,0,0,0,1,0,910,"PNG"
"Parties","Papua New Guinea","Mr","Michael Wilford","Legal Adviser",NA,NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,910,"PNG"
"Parties","Paraguay","SE Sr","Luis Gonzales Arias","Ambassador","Permanent Representative Geneva",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,150,"PRY"
"Parties","Paraguay","Sr","Manuel María Caceres","Director-General of the Chancellery",NA,NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,150,"PRY"
"Parties","Netherlands","HE Mr","J.f. Boddens-Hosang","Ambassador","Permanent Representative Geneva",NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,210,"NLD"
"Parties","Netherlands","Mr","P Vellinga","Director","Division Air Quality Climate Changes and Acidification","Ministry of Housing Physical Planning and Environment",0,1991,"INC 2","Geneva",0,0,0,0,1,0,210,"NLD"
"Parties","Netherlands","Mr","D.f.m.t. Pietermaat","Coordinator","Environment","Ministry of Economic",0,1991,"INC 2","Geneva",0,0,0,0,1,0,210,"NLD"
"Parties","Netherlands","Mr","G. Roos",NA,"Economic Cooperation Department","Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,210,"NLD"
"Parties","Netherlands","Mr","A.p. Baede",NA,NA,"Royal Netherlands Meteorological Institute",0,1991,"INC 2","Geneva",0,0,0,0,1,0,210,"NLD"
"Parties","Netherlands","Mr","W.v. Kennedy","Directorate-General for Development Cooperation","Environment Programme","Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,210,"NLD"
"Parties","Netherlands","Mr","R.w.a. Schellekens","Assistant Legal Adviser",NA,"Ministry of Foreign Affairs",0,1991,"INC 2","Geneva",0,0,0,0,1,0,210,"NLD"
"Parties","Netherlands","Mr","R.ch. Hernaus","Directorate-General for Environmental Protection","Air Directorate Climate Change Division","Ministry of Housing Physical Planning and Environment",0,1991,"INC 2","Geneva",0,0,0,0,1,0,210,"NLD"
"Parties","Netherlands","Mr","H. Verheij",NA,"Directorate for International Environmental Affairs","Ministry of Housing Physical Planning and Environment",0,1991,"INC 2","Geneva",0,0,0,0,1,0,210,"NLD"
"Parties","Netherlands","Mr","C.h.a. Hogewoning","Second Secretary",NA,"Permanent Mission Geneva",0,1991,"INC 2","Geneva",0,0,0,0,1,0,210,"NLD"
"Parties","Peru","SE Sr","Jaime Stiglich","Ambassador Alternate Permanent Representative Geneva",NA,NA,0,1991,"INC 2","Geneva",0,0,0,0,1,0,135,"PER"
